,zip,modzcta_name,pop_est,biden_margin,End date,positivity_rate
311,10004,Financial District,3028,0.6771623672230652,10/08/2020,1.24
312,10004,Financial District,3028,0.6771623672230652,10/09/2020,1.75
313,10004,Financial District,3028,0.6771623672230652,10/10/2020,1.8
314,10004,Financial District,3028,0.6771623672230652,10/11/2020,1.79
315,10004,Financial District,3028,0.6771623672230652,10/12/2020,1.8
316,10004,Financial District,3028,0.6771623672230652,10/13/2020,1.85
317,10004,Financial District,3028,0.6771623672230652,10/14/2020,1.72
318,10004,Financial District,3028,0.6771623672230652,10/15/2020,0.66
319,10004,Financial District,3028,0.6771623672230652,10/16/2020,1.43
320,10004,Financial District,3028,0.6771623672230652,10/17/2020,1.41
321,10004,Financial District,3028,0.6771623672230652,10/18/2020,1.43
322,10004,Financial District,3028,0.6771623672230652,10/19/2020,1.4
323,10004,Financial District,3028,0.6771623672230652,10/20/2020,1.45
324,10004,Financial District,3028,0.6771623672230652,10/21/2020,2.29
